,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt
2694,Taylor Gabriel,WR,27.288,12/2/2018,NFL,CHI,@,NYG,L 27-30,12,13,Sun,7,3,17,5.67,0,42.9,2.43
2695,Marcell Ateman,WR,24.076999999999998,12/2/2018,NFL,OAK,,KAN,L 33-40,12,13,Sun,4,2,16,8.0,1,50.0,4.0
2696,Keelan Cole,WR,25.226,12/2/2018,NFL,JAX,,IND,W 6-0,12,13,Sun,2,2,16,8.0,0,100.0,8.0
2697,Aaron Jones,RB,24.0,12/2/2018,NFL,GNB,,ARI,L 17-20,12,13,Sun,4,4,16,4.0,0,100.0,4.0
2698,Taquan Mizzell,RB,25.041999999999998,12/2/2018,NFL,CHI,@,NYG,L 27-30,12,13,Sun,2,2,16,8.0,0,100.0,8.0
2699,Zach Pascal,WR,23.349,12/2/2018,NFL,IND,@,JAX,L 0-6,12,13,Sun,1,1,16,16.0,0,100.0,16.0
2700,Vernon Davis,TE,34.306,12/3/2018,NFL,WAS,@,PHI,L 13-28,12,13,Mon,2,2,15,7.5,0,100.0,7.5
2701,James Conner,RB,23.211,12/2/2018,NFL,PIT,,LAC,L 30-33,12,13,Sun,4,3,14,4.67,0,75.0,3.5
2702,Dontrelle Inman,WR,29.305,12/2/2018,NFL,IND,@,JAX,L 0-6,12,13,Sun,6,2,14,7.0,0,33.3,2.33
2703,Jamaal Williams,RB,23.243000000000002,12/2/2018,NFL,GNB,,ARI,L 17-20,12,13,Sun,4,4,14,3.5,0,100.0,3.5
2704,Tyrell Williams,WR,26.293000000000003,12/2/2018,NFL,LAC,@,PIT,W 33-30,12,13,Sun,2,1,14,14.0,0,50.0,7.0
2705,Jordan Akins,TE,26.226999999999997,12/2/2018,NFL,HOU,,CLE,W 29-13,12,13,Sun,1,1,13,13.0,0,100.0,13.0
2706,Kenyan Drake,RB,24.31,12/2/2018,NFL,MIA,,BUF,W 21-17,12,13,Sun,4,2,13,6.5,1,50.0,3.25
2707,Chase Edmonds,RB,22.233,12/2/2018,NFL,ARI,@,GNB,W 20-17,12,13,Sun,2,2,13,6.5,0,100.0,6.5
2708,Tyreek Hill,WR,24.276,12/2/2018,NFL,KAN,@,OAK,W 40-33,12,13,Sun,6,1,13,13.0,0,16.7,2.17
2709,Joe Mixon,HB,22.131,12/2/2018,NFL,CIN,,DEN,L 10-24,12,13,Sun,2,2,13,6.5,0,100.0,6.5
2710,Greg Olsen,TE,33.266,12/2/2018,NFL,CAR,@,TAM,L 17-24,12,13,Sun,1,1,13,13.0,0,100.0,13.0
2711,John Ross,WR,24.005,12/2/2018,NFL,CIN,,DEN,L 10-24,12,13,Sun,3,2,13,6.5,0,66.7,4.33
2712,Laquon Treadwell,WR,23.171,12/2/2018,NFL,MIN,@,NWE,L 10-24,12,13,Sun,2,2,13,6.5,0,100.0,6.5
2713,Ryan Griffin,TE,28.325,12/2/2018,NFL,HOU,,CLE,W 29-13,12,13,Sun,1,1,12,12.0,0,100.0,12.0
2714,Blake Jarwin,TE,24.136,11/29/2018,NFL,DAL,,NOR,W 13-10,12,13,Thu,1,1,12,12.0,0,100.0,12.0
2715,Duke Johnson,RB,25.07,12/2/2018,NFL,CLE,@,HOU,L 13-29,12,13,Sun,3,2,12,6.0,0,66.7,4.0
2716,LeSean McCoy,RB,30.143,12/2/2018,NFL,BUF,@,MIA,L 17-21,12,13,Sun,4,4,12,3.0,0,100.0,3.0
2717,Lamar Miller,RB,27.221,12/2/2018,NFL,HOU,,CLE,W 29-13,12,13,Sun,1,1,12,12.0,0,100.0,12.0
2718,Deonte Thompson,WR,29.291,12/2/2018,NFL,BUF,@,MIA,L 17-21,12,13,Sun,1,1,12,12.0,0,100.0,12.0
2719,Taylor Decker,LT,25.101,12/2/2018,NFL,DET,,LAR,L 16-30,12,13,Sun,1,1,11,11.0,1,100.0,11.0
2720,Bennie Fowler,WR,27.175,12/2/2018,NFL,NYG,,CHI,W 30-27,12,13,Sun,2,1,11,11.0,0,50.0,5.5
2721,C.J. Ham,FB,25.133000000000003,12/2/2018,NFL,MIN,@,NWE,L 10-24,12,13,Sun,2,2,11,5.5,0,100.0,5.5
2722,Jake Kumerow,WR,26.288,12/2/2018,NFL,GNB,,ARI,L 17-20,12,13,Sun,2,1,11,11.0,0,50.0,5.5
2723,Trent Taylor,WR,24.215999999999998,12/2/2018,NFL,SFO,@,SEA,L 16-43,12,13,Sun,2,1,11,11.0,0,50.0,5.5
2724,Devin Funchess,WR,24.195,12/2/2018,NFL,CAR,@,TAM,L 17-24,12,13,Sun,3,1,10,10.0,1,33.3,3.33
2725,Frank Gore,RB,35.202,12/2/2018,NFL,MIA,,BUF,W 21-17,12,13,Sun,1,1,10,10.0,0,100.0,10.0
2726,Andre Roberts,WR,30.326999999999998,12/2/2018,NFL,NYJ,@,TEN,L 22-26,12,13,Sun,1,1,10,10.0,0,100.0,10.0
2727,Ricky Seals-Jones,TE,23.261999999999997,12/2/2018,NFL,ARI,@,GNB,W 20-17,12,13,Sun,3,1,10,10.0,0,33.3,3.33
2728,Cole Beasley,WR,29.217,11/29/2018,NFL,DAL,,NOR,W 13-10,12,13,Thu,3,2,9,4.5,0,66.7,3.0
2729,Noah Brown,WR,22.326999999999998,11/29/2018,NFL,DAL,,NOR,W 13-10,12,13,Thu,1,1,9,9.0,0,100.0,9.0
2730,Charles Clay,TE,29.291999999999998,12/2/2018,NFL,BUF,@,MIA,L 17-21,12,13,Sun,2,1,9,9.0,0,50.0,4.5
2731,Isaiah Crowell,RB,25.328000000000003,12/2/2018,NFL,NYJ,@,TEN,L 22-26,12,13,Sun,5,4,9,2.25,0,80.0,1.8
2732,James Develin,TE,30.131999999999998,12/2/2018,NFL,NWE,,MIN,W 24-10,12,13,Sun,1,1,9,9.0,0,100.0,9.0
2733,Quincy Enunwa,WR,26.185,12/2/2018,NFL,NYJ,@,TEN,L 22-26,12,13,Sun,6,2,9,4.5,0,33.3,1.5
2734,Michael Floyd,WR,29.006,12/3/2018,NFL,WAS,@,PHI,L 13-28,12,13,Mon,2,1,9,9.0,0,50.0,4.5
2735,Dwayne Harris,WR,31.076999999999998,12/2/2018,NFL,OAK,,KAN,L 33-40,12,13,Sun,1,1,9,9.0,0,100.0,9.0
2736,Matt Lengel,TE,27.34,12/2/2018,NFL,CIN,,DEN,L 10-24,12,13,Sun,2,1,9,9.0,0,50.0,4.5
2737,Nick O'Leary,TE,26.093000000000004,12/2/2018,NFL,MIA,,BUF,W 21-17,12,13,Sun,1,1,9,9.0,0,100.0,9.0
2738,Ryan Switzer,WR,24.028000000000002,12/2/2018,NFL,PIT,,LAC,L 30-33,12,13,Sun,2,2,9,4.5,0,100.0,4.5
2739,Josh Bellamy,WR,29.198,12/2/2018,NFL,CHI,@,NYG,L 27-30,12,13,Sun,1,1,8,8.0,0,100.0,8.0
2740,David Njoku,TE,22.145,12/2/2018,NFL,CLE,@,HOU,L 13-29,12,13,Sun,6,3,8,2.67,0,50.0,1.33
2741,Willie Snead,WR,26.046,12/2/2018,NFL,BAL,@,ATL,W 26-16,12,13,Sun,3,1,8,8.0,0,33.3,2.67
2742,Luke Willson,TE,28.320999999999998,12/2/2018,NFL,DET,,LAR,L 16-30,12,13,Sun,2,1,8,8.0,0,50.0,4.0
2743,Cameron Batson,WR,22.346999999999998,12/2/2018,NFL,TEN,,NYJ,W 26-22,12,13,Sun,2,1,7,7.0,0,50.0,3.5
2744,Nick Boyle,TE,25.288,12/2/2018,NFL,BAL,@,ATL,W 26-16,12,13,Sun,2,1,7,7.0,0,50.0,3.5
2745,Trenton Cannon,RB,24.131999999999998,12/2/2018,NFL,NYJ,@,TEN,L 22-26,12,13,Sun,1,1,7,7.0,0,100.0,7.0
2746,Gerald Everett,TE,24.16,12/2/2018,NFL,LAR,@,DET,W 30-16,12,13,Sun,3,1,7,7.0,0,33.3,2.33
2747,Russell Gage,WR,22.314,12/2/2018,NFL,ATL,,BAL,L 16-26,12,13,Sun,1,1,7,7.0,0,100.0,7.0
2748,A.J. Green,WR,30.124000000000002,12/2/2018,NFL,CIN,,DEN,L 10-24,12,13,Sun,1,1,7,7.0,0,100.0,7.0
2749,Jesse James,TE,24.180999999999997,12/2/2018,NFL,PIT,,LAC,L 30-33,12,13,Sun,3,1,7,7.0,0,33.3,2.33
2750,Andy Janovich,FB,25.193,12/2/2018,NFL,DEN,@,CIN,W 24-10,12,13,Sun,2,1,7,7.0,0,50.0,3.5
2751,Sony Michel,RB,23.288,12/2/2018,NFL,NWE,,MIN,W 24-10,12,13,Sun,1,1,7,7.0,0,100.0,7.0
2752,Dalton Schultz,TE,22.141,11/29/2018,NFL,DAL,,NOR,W 13-10,12,13,Thu,2,1,7,7.0,0,50.0,3.5
2753,Damien Williams,RB,26.243000000000002,12/2/2018,NFL,KAN,@,OAK,W 40-33,12,13,Sun,2,2,7,3.5,0,100.0,3.5
2754,Kenneth Dixon,RB,24.315,12/2/2018,NFL,BAL,@,ATL,W 26-16,12,13,Sun,1,1,6,6.0,0,100.0,6.0
2755,Marlon Mack,RB,22.27,12/2/2018,NFL,IND,@,JAX,L 0-6,12,13,Sun,1,1,6,6.0,0,100.0,6.0
2756,Doug Martin,RB,29.323,12/2/2018,NFL,OAK,,KAN,L 33-40,12,13,Sun,2,2,6,3.0,0,100.0,3.0
2757,Derrick Henry,RB,24.331999999999997,12/2/2018,NFL,TEN,,NYJ,W 26-22,12,13,Sun,2,2,5,2.5,0,100.0,2.5
2758,Adam Shaheen,TE,24.039,12/2/2018,NFL,CHI,@,NYG,L 27-30,12,13,Sun,2,2,5,2.5,1,100.0,2.5
2759,Robert Tonyan,TE,24.215999999999998,12/2/2018,NFL,GNB,,ARI,L 17-20,12,13,Sun,1,1,5,5.0,0,100.0,5.0
2760,Spencer Ware,RB,27.009,12/2/2018,NFL,KAN,@,OAK,W 40-33,12,13,Sun,1,1,5,5.0,0,100.0,5.0
2761,Jordan Howard,RB,24.03,12/2/2018,NFL,CHI,@,NYG,L 27-30,12,13,Sun,1,1,4,4.0,0,100.0,4.0
2762,Jordan Matthews,WR,26.14,12/3/2018,NFL,PHI,,WAS,W 28-13,12,13,Mon,2,1,4,4.0,1,50.0,2.0
2763,MyCole Pruitt,TE,26.253,12/2/2018,NFL,TEN,,NYJ,W 26-22,12,13,Sun,1,1,4,4.0,0,100.0,4.0
2764,Erik Swoope,TE,26.208000000000002,12/2/2018,NFL,IND,@,JAX,L 0-6,12,13,Sun,1,1,4,4.0,0,100.0,4.0
2765,Nick Vannett,TE,25.271,12/2/2018,NFL,SEA,,SFO,W 43-16,12,13,Sun,1,1,4,4.0,0,100.0,4.0
2766,Tevin Coleman,RB,25.23,12/2/2018,NFL,ATL,,BAL,L 16-26,12,13,Sun,3,1,3,3.0,0,33.3,1.0
2767,Alan Cross,TE,25.214000000000002,12/2/2018,NFL,TAM,,CAR,W 24-17,12,13,Sun,1,1,3,3.0,0,100.0,3.0
2768,David Johnson,RB,26.351,12/2/2018,NFL,ARI,@,GNB,W 20-17,12,13,Sun,2,1,3,3.0,0,50.0,1.5
2769,Latavius Murray,RB,28.318,12/2/2018,NFL,MIN,@,NWE,L 10-24,12,13,Sun,2,2,3,1.5,0,100.0,1.5
2770,Alex Erickson,WR,26.026,12/2/2018,NFL,CIN,,DEN,L 10-24,12,13,Sun,1,1,2,2.0,0,100.0,2.0
2771,Phillip Lindsay,RB,24.131,12/2/2018,NFL,DEN,@,CIN,W 24-10,12,13,Sun,1,1,2,2.0,0,100.0,2.0
2772,Damion Ratley,WR,23.23,12/2/2018,NFL,CLE,@,HOU,L 13-29,12,13,Sun,1,1,2,2.0,0,100.0,2.0
2773,Carlos Hyde,RB,28.073,12/2/2018,NFL,JAX,,IND,W 6-0,12,13,Sun,1,1,1,1.0,0,100.0,1.0
2774,Mark Ingram,RB,28.343000000000004,11/29/2018,NFL,NOR,@,DAL,L 10-13,12,13,Thu,3,2,1,0.5,0,66.7,0.33
2775,Anthony Miller,WR,24.054000000000002,12/2/2018,NFL,CHI,@,NYG,L 27-30,12,13,Sun,2,1,1,1.0,1,50.0,0.5
2776,Lee Smith,TE,31.011,12/2/2018,NFL,OAK,,KAN,L 33-40,12,13,Sun,1,1,1,1.0,1,100.0,1.0
2777,Malik Turner,WR,22.305999999999997,12/2/2018,NFL,SEA,,SFO,W 43-16,12,13,Sun,1,1,1,1.0,0,100.0,1.0
2778,Ito Smith,RB,23.081999999999997,12/2/2018,NFL,ATL,,BAL,L 16-26,12,13,Sun,1,1,0,0.0,0,100.0,0.0
2779,Jordan Wilkins,RB,24.136999999999997,12/2/2018,NFL,IND,@,JAX,L 0-6,12,13,Sun,1,1,0,0.0,0,100.0,0.0
2780,Wayne Gallman,RB,24.061999999999998,12/2/2018,NFL,NYG,,CHI,W 30-27,12,13,Sun,2,1,-2,-2.0,0,50.0,-1.0
2781,Dion Lewis,RB,28.066,12/2/2018,NFL,TEN,,NYJ,W 26-22,12,13,Sun,3,2,-2,-1.0,0,66.7,-0.67
2782,Elijah McGuire,RB,24.184,12/2/2018,NFL,NYJ,@,TEN,L 22-26,12,13,Sun,2,1,-4,-4.0,0,50.0,-2.0
2783,Amari Cooper,WR,24.174,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,13,10,217,21.7,3,76.9,16.69
2784,George Kittle,TE,25.061,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,9,7,210,30.0,1,77.8,23.33
2785,T.Y. Hilton,WR,29.025,12/9/2018,NFL,IND,@,HOU,W 24-21,13,14,Sun,12,9,199,22.11,0,75.0,16.58
2786,Tyreek Hill,WR,24.283,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,14,8,139,17.38,0,57.1,9.93
2787,Kenny Stills,WR,26.230999999999998,12/9/2018,NFL,MIA,,NWE,W 34-33,13,14,Sun,9,8,135,16.88,1,88.9,15.0
2788,JuJu Smith-Schuster,WR,22.017,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,12,8,130,16.25,2,66.7,10.83
2789,Jared Cook,TE,31.246,12/9/2018,NFL,OAK,,PIT,W 24-21,13,14,Sun,10,7,116,16.57,0,70.0,11.6
2790,Rob Gronkowski,TE,29.209,12/9/2018,NFL,NWE,@,MIA,L 33-34,13,14,Sun,8,8,107,13.38,1,100.0,13.38
2791,Julio Jones,WR,29.309,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,11,8,106,13.25,2,72.7,9.64
2792,Robert Foster,WR,24.215999999999998,12/9/2018,NFL,BUF,,NYJ,L 23-27,13,14,Sun,8,7,104,14.86,0,87.5,13.0
2793,Michael Thomas,WR,25.281,12/9/2018,NFL,NOR,@,TAM,W 28-14,13,14,Sun,13,11,98,8.91,0,84.6,7.54
2794,Josh Gordon,WR,27.24,12/9/2018,NFL,NWE,@,MIA,L 33-34,13,14,Sun,9,5,96,19.2,0,55.6,10.67
2795,Dede Westbrook,WR,25.015,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,10,7,88,12.57,1,70.0,8.8
2796,Jamison Crowder,WR,25.175,12/9/2018,NFL,WAS,,NYG,L 16-40,13,14,Sun,7,2,87,43.5,1,28.6,12.43
2797,Julian Edelman,WR,32.201,12/9/2018,NFL,NWE,@,MIA,L 33-34,13,14,Sun,12,9,86,9.56,1,75.0,7.17
2798,Mike Evans,WR,25.11,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,6,4,86,21.5,0,66.7,14.33
2799,Tim Patrick,WR,25.016,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,10,7,85,12.14,0,70.0,8.5
2800,Josh Doctson,WR,26.006,12/9/2018,NFL,WAS,,NYG,L 16-40,13,14,Sun,5,4,84,21.0,0,80.0,16.8
2801,Davante Adams,WR,25.35,12/9/2018,NFL,GNB,,ATL,W 34-20,13,14,Sun,11,7,81,11.57,1,63.6,7.36
2802,Breshad Perriman,WR,25.09,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,2,2,81,40.5,0,100.0,40.5
2803,Ryan Griffin,TE,28.331999999999997,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,5,5,80,16.0,0,100.0,16.0
2804,Curtis Samuel,WR,22.12,12/9/2018,NFL,CAR,@,CLE,L 20-26,13,14,Sun,8,4,80,20.0,0,50.0,10.0
2805,Ezekiel Elliott,RB,23.14,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,13,12,79,6.58,0,92.3,6.08
2806,Keenan Allen,WR,26.226,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,8,5,78,15.6,1,62.5,9.75
2807,Evan Engram,TE,24.098000000000003,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,5,3,77,25.67,0,60.0,15.4
2808,Travis Kelce,TE,29.065,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,9,7,77,11.0,1,77.8,8.56
2809,Trent Sherfield,WR,22.285999999999998,12/9/2018,NFL,ARI,,DET,L 3-17,13,14,Sun,7,5,77,15.4,0,71.4,11.0
2810,Ian Thomas,TE,22.186,12/9/2018,NFL,CAR,@,CLE,L 20-26,13,14,Sun,11,9,77,8.56,0,81.8,7.0
2811,Robby Anderson,WR,25.214000000000002,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,7,4,76,19.0,1,57.1,10.86
2812,Stefon Diggs,WR,25.011,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,6,4,76,19.0,0,66.7,12.67
2813,Seth Roberts,WR,27.29,12/9/2018,NFL,OAK,,PIT,W 24-21,13,14,Sun,7,5,76,15.2,0,71.4,10.86
2814,Adam Thielen,WR,28.11,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,7,5,70,14.0,0,71.4,10.0
2815,Zach Pascal,WR,23.355999999999998,12/9/2018,NFL,IND,@,HOU,W 24-21,13,14,Sun,6,5,68,13.6,1,83.3,11.33
2816,D.J. Moore,WR,21.239,12/9/2018,NFL,CAR,@,CLE,L 20-26,13,14,Sun,8,5,67,13.4,0,62.5,8.38
2817,Eric Ebron,WR,25.243000000000002,12/9/2018,NFL,IND,@,HOU,W 24-21,13,14,Sun,8,4,65,16.25,1,50.0,8.13
2818,Jaylen Samuels,RB,22.142,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,7,7,64,9.14,0,100.0,9.14
2819,Willie Snead,WR,26.053,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,7,5,61,12.2,0,71.4,8.71
2820,Robert Woods,WR,26.243000000000002,12/9/2018,NFL,LAR,@,CHI,L 6-15,13,14,Sun,13,7,61,8.71,0,53.8,4.69
2821,Taywan Taylor,WR,23.279,12/6/2018,NFL,TEN,,JAX,W 30-9,13,14,Thu,7,6,59,9.83,0,85.7,8.43
2822,Jarvis Landry,WR,26.011,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,4,3,57,19.0,1,75.0,14.25
2823,Blake Jarwin,TE,24.146,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,7,7,56,8.0,0,100.0,8.0
2824,Keelan Cole,WR,25.23,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,7,3,55,18.33,0,42.9,7.86
2825,Kenyan Drake,RB,24.316999999999997,12/9/2018,NFL,MIA,,NWE,W 34-33,13,14,Sun,1,1,55,55.0,1,100.0,55.0
2826,Larry Fitzgerald,WR,35.1,12/9/2018,NFL,ARI,,DET,L 3-17,13,14,Sun,9,5,55,11.0,0,55.6,6.11
2827,Mohamed Sanu,WR,29.109,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,8,6,54,9.0,0,75.0,6.75
2828,Spencer Ware,RB,27.016,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,5,5,54,10.8,0,100.0,10.8
2829,Tyler Boyd,WR,24.024,12/9/2018,NFL,CIN,@,LAC,L 21-26,13,14,Sun,6,3,52,17.33,0,50.0,8.67
2830,Cordarrelle Patterson,WR,27.267,12/9/2018,NFL,NWE,@,MIA,L 33-34,13,14,Sun,3,2,51,25.5,1,66.7,17.0
2831,Alshon Jeffery,WR,28.298000000000002,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,9,6,50,8.33,1,66.7,5.56
2832,Nelson Agholor,WR,25.199,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,3,2,49,24.5,0,66.7,16.33
2833,Dante Pettis,WR,23.046999999999997,12/9/2018,NFL,SFO,,DEN,W 20-14,13,14,Sun,7,3,49,16.33,1,42.9,7.0
2834,Jordy Nelson,WR,33.192,12/9/2018,NFL,OAK,,PIT,W 24-21,13,14,Sun,7,6,48,8.0,0,85.7,6.86
2835,Demaryius Thomas,WR,30.349,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,6,4,48,12.0,0,66.7,8.0
2836,DaeSean Hamilton,WR,23.274,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,9,7,47,6.71,1,77.8,5.22
2837,Isaiah McKenzie,WR,23.244,12/9/2018,NFL,BUF,,NYJ,L 23-27,13,14,Sun,7,4,47,11.75,0,57.1,6.71
2838,Donte Moncrief,TE,25.122,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,10,5,47,9.4,0,50.0,4.7
2839,Marcell Ateman,WR,24.084,12/9/2018,NFL,OAK,,PIT,W 24-21,13,14,Sun,4,3,45,15.0,0,75.0,11.25
2840,Mike Williams,WR,24.066,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,6,3,45,15.0,0,50.0,7.5
2841,Dallas Goedert,TE,23.34,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,5,4,44,11.0,1,80.0,8.8
2842,Randall Cobb,WR,28.109,12/9/2018,NFL,GNB,,ATL,W 34-20,13,14,Sun,6,5,43,8.6,1,83.3,7.17
2843,Corey Coleman,WR,24.156,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,2,2,43,21.5,0,100.0,21.5
2844,JJ Nelson,WR,26.229,12/9/2018,NFL,ARI,,DET,L 3-17,13,14,Sun,7,3,43,14.33,0,42.9,6.14
2845,Adam Humphries,WR,25.168000000000003,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,8,4,42,10.5,0,50.0,5.25
2846,Tyler Lockett,WR,26.073,12/10/2018,NFL,SEA,,MIN,W 21-7,13,14,Mon,6,5,42,8.4,0,83.3,7.0
2847,Allen Robinson,WR,25.107,12/9/2018,NFL,CHI,,LAR,W 15-6,13,14,Sun,8,5,42,8.4,0,62.5,5.25
2848,Demarcus Robinson,WR,24.079,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,7,5,42,8.4,0,71.4,6.0
2849,Jordan Akins,TE,26.234,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,2,2,40,20.0,0,100.0,20.0
2850,Dion Lewis,RB,28.07,12/6/2018,NFL,TEN,,JAX,W 30-9,13,14,Thu,5,5,39,7.8,0,100.0,7.8
2851,Zach Ertz,TE,28.029,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,8,5,38,7.6,0,62.5,4.75
2852,Christian McCaffrey,RB,22.185,12/9/2018,NFL,CAR,@,CLE,L 20-26,13,14,Sun,7,6,38,6.33,0,85.7,5.43
2853,Jacquizz Rodgers,RB,28.305999999999997,12/9/2018,NFL,TAM,,NOR,L 14-28,13,14,Sun,5,4,38,9.5,0,80.0,7.6
2854,Austin Hooper,TE,24.035,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,6,4,37,9.25,0,66.7,6.17
2855,Vance McDonald,TE,28.179000000000002,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,4,4,37,9.25,0,100.0,9.25
2856,Dalton Schultz,TE,22.151,12/9/2018,NFL,DAL,,PHI,W 29-23,13,14,Sun,3,3,37,12.33,0,100.0,12.33
2857,C.J. Uzomah,TE,25.329,12/9/2018,NFL,CIN,@,LAC,L 21-26,13,14,Sun,3,3,37,12.33,0,100.0,12.33
2858,DeAndre Hopkins,WR,26.186,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,10,4,36,9.0,1,40.0,3.6
2859,Alvin Kamara,RB,23.136999999999997,12/9/2018,NFL,NOR,@,TAM,W 28-14,13,14,Sun,6,5,36,7.2,0,83.3,6.0
2860,Josh Reynolds,WR,23.296,12/9/2018,NFL,LAR,@,CHI,L 6-15,13,14,Sun,7,3,36,12.0,0,42.9,5.14
2861,Chester Rogers,WR,24.331,12/9/2018,NFL,IND,@,HOU,W 24-21,13,14,Sun,6,5,36,7.2,0,83.3,6.0
2862,Jarius Wright,WR,29.014,12/9/2018,NFL,CAR,@,CLE,L 20-26,13,14,Sun,5,3,36,12.0,0,60.0,7.2
2863,Antonio Brown,WR,30.151999999999997,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,7,5,35,7.0,0,71.4,5.0
2864,David Njoku,TE,22.151999999999997,12/9/2018,NFL,CLE,,CAR,W 26-20,13,14,Sun,4,3,35,11.67,0,75.0,8.75
2865,Darren Sproles,RB,35.172,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,3,3,34,11.33,1,100.0,11.33
2866,Michael Crabtree,WR,31.086,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,4,3,31,10.33,0,75.0,7.75
2867,Vernon Davis,TE,34.312,12/9/2018,NFL,WAS,,NYG,L 16-40,13,14,Sun,4,4,31,7.75,0,100.0,7.75
2868,Ricky Seals-Jones,TE,23.269000000000002,12/9/2018,NFL,ARI,,DET,L 3-17,13,14,Sun,5,3,31,10.33,0,60.0,6.2
2869,Jordan Thomas,TE,22.129,12/9/2018,NFL,HOU,,IND,L 21-24,13,14,Sun,4,4,31,7.75,0,100.0,7.75
2870,Cody Core,WR,24.236,12/9/2018,NFL,CIN,@,LAC,L 21-26,13,14,Sun,4,3,30,10.0,0,75.0,7.5
2871,Todd Gurley,HB,24.128,12/9/2018,NFL,LAR,@,CHI,L 6-15,13,14,Sun,7,3,30,10.0,0,42.9,4.29
2872,Justin Hardy,WR,26.355999999999998,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,4,3,30,10.0,1,75.0,7.5
2873,Theo Riddick,RB,27.219,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,4,4,30,7.5,0,100.0,7.5
2874,Derek Carrier,TE,28.136999999999997,12/9/2018,NFL,OAK,,PIT,W 24-21,13,14,Sun,2,2,29,14.5,1,100.0,14.5
2875,Gerald Everett,TE,24.166999999999998,12/9/2018,NFL,LAR,@,CHI,L 6-15,13,14,Sun,7,4,29,7.25,0,57.1,4.14
2876,Dalvin Cook,HB,23.122,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,7,5,28,5.6,1,71.4,4.0
2877,Austin Ekeler,RB,23.206,12/9/2018,NFL,LAC,,CIN,W 26-21,13,14,Sun,5,2,28,14.0,0,40.0,5.6
2878,Demetrius Harris,TE,27.133000000000003,12/9/2018,NFL,KAN,,BAL,W 27-24,13,14,Sun,3,3,28,9.33,0,100.0,9.33
2879,Jesse James,TE,24.188000000000002,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,2,2,28,14.0,0,100.0,14.0
2880,Aaron Jones,RB,24.006999999999998,12/9/2018,NFL,GNB,,ATL,W 34-20,13,14,Sun,3,3,28,9.33,0,100.0,9.33
