,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt,Rush Att,Rush Yds,Rush Y/A,Rush TDs,Fantasy Points,Opp RYPG,Opp PYPG
48,Zach Ertz,TE,27.3,9/6/2018,NFL,PHI,0,ATL,W 18-12,1,1,Thu,10,5,48,9.6,0,50.0,4.8,0.0,0.0,0.0,0.0,7.3000000000000025,125.0625,233.3125
49,Jordan Reed,TE,28.068,9/9/2018,NFL,WAS,@,ARI,W 24-6,1,1,Sun,5,4,48,12.0,1,80.0,9.6,0.0,0.0,0.0,0.0,12.8,134.9375,198.4375
50,Sterling Shepard,WR,25.211,9/9/2018,NFL,NYG,0,JAX,L 15-20,1,1,Sun,7,5,48,9.6,0,71.4,6.86,0.0,0.0,0.0,0.0,7.3000000000000025,111.0625,191.8125
51,T.Y. Hilton,WR,28.299,9/9/2018,NFL,IND,0,CIN,L 23-34,1,1,Sun,11,5,46,9.2,1,45.5,4.18,0.0,0.0,0.0,0.0,13.1,140.3125,253.75
52,Brandon Marshall,WR,34.17,9/9/2018,NFL,SEA,@,DEN,L 24-27,1,1,Sun,6,3,46,15.33,1,50.0,7.67,0.0,0.0,0.0,0.0,12.1,106.0625,225.625
53,Courtland Sutton,WR,22.334,9/9/2018,NFL,DEN,0,SEA,W 27-24,1,1,Sun,5,2,45,22.5,0,40.0,9.0,0.0,0.0,0.0,0.0,5.5,108.125,235.6875
54,John Brown,WR,28.159,9/9/2018,NFL,BAL,0,BUF,W 47-3,1,1,Sun,4,3,44,14.67,1,75.0,11.0,0.0,0.0,0.0,0.0,11.9,97.9375,171.25
55,Tyler Eifert,TE,28.001,9/9/2018,NFL,CIN,@,IND,W 34-23,1,1,Sun,3,3,44,14.67,0,100.0,14.67,0.0,0.0,0.0,0.0,5.9,96.75,228.4375
56,Ben Watson,TE,37.265,9/9/2018,NFL,NOR,0,TAM,L 40-48,1,1,Sun,4,4,44,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,6.4,120.6875,236.875
57,Stefon Diggs,WR,24.284,9/9/2018,NFL,MIN,0,SFO,W 24-16,1,1,Sun,6,3,43,14.33,1,50.0,7.17,1.0,8.0,8.0,0.0,12.6,104.75,215.6875
58,Robby Anderson,WR,25.124,9/10/2018,NFL,NYJ,@,DET,W 48-17,1,1,Mon,1,1,41,41.0,1,100.0,41.0,0.0,0.0,0.0,0.0,10.6,105.25,224.0
59,Devin Funchess,WR,24.111,9/9/2018,NFL,CAR,0,DAL,W 16-8,1,1,Sun,5,3,41,13.67,0,60.0,8.2,0.0,0.0,0.0,0.0,5.6000000000000005,87.0625,217.9375
60,Chris Godwin,WR,22.19400000000001,9/9/2018,NFL,TAM,@,NOR,W 48-40,1,1,Sun,4,3,41,13.67,1,75.0,10.25,0.0,0.0,0.0,0.0,11.6,76.4375,241.0625
61,Nick Boyle,TE,25.204,9/9/2018,NFL,BAL,0,BUF,W 47-3,1,1,Sun,6,3,40,13.33,0,50.0,6.67,0.0,0.0,0.0,0.0,5.5,97.9375,171.25
62,Michael Crabtree,WR,30.36,9/9/2018,NFL,BAL,0,BUF,W 47-3,1,1,Sun,6,3,38,12.67,1,50.0,6.33,0.0,0.0,0.0,0.0,11.3,97.9375,171.25
63,Jakeem Grant,WR,25.344,9/9/2018,NFL,MIA,0,TEN,W 27-20,1,1,Sun,7,5,38,7.6,0,71.4,5.43,0.0,0.0,0.0,0.0,6.3000000000000025,99.5625,206.625
64,Rashard Higgins,WR,23.337,9/9/2018,NFL,CLE,0,PIT,T 21-21,1,1,Sun,3,1,38,38.0,0,33.3,12.67,0.0,0.0,0.0,0.0,4.300000000000002,91.3125,216.375
65,Bruce Ellington,WR,27.018,9/9/2018,NFL,HOU,@,NWE,L 20-27,1,1,Sun,8,4,37,9.25,1,50.0,4.63,0.0,0.0,0.0,0.0,11.7,111.5,239.125
66,Luke Stocker,TE,30.054,9/9/2018,NFL,TEN,@,MIA,L 20-27,1,1,Sun,2,2,37,18.5,0,100.0,18.5,0.0,0.0,0.0,0.0,4.7,140.375,236.4375
67,Robert Woods,WR,26.153,9/10/2018,NFL,LAR,@,OAK,W 33-13,1,1,Mon,9,3,37,12.33,0,33.3,4.11,1.0,6.0,6.0,0.0,5.8,136.6875,222.9375
68,Nelson Agholor,WR,25.105,9/6/2018,NFL,PHI,0,ATL,W 18-12,1,1,Thu,10,8,33,4.13,0,80.0,3.3,1.0,16.0,16.0,0.0,8.9,125.0625,233.3125
69,Greg Olsen,TE,33.181999999999995,9/9/2018,NFL,CAR,0,DAL,W 16-8,1,1,Sun,2,2,33,16.5,0,100.0,16.5,0.0,0.0,0.0,0.0,4.300000000000002,87.0625,217.9375
70,Jamison Crowder,WR,25.084,9/9/2018,NFL,WAS,@,ARI,W 24-6,1,1,Sun,4,3,32,10.67,0,75.0,8.0,0.0,0.0,0.0,0.0,4.7,134.9375,198.4375
71,Maxx Williams,TE,24.15,9/9/2018,NFL,BAL,0,BUF,W 47-3,1,1,Sun,3,3,32,10.67,0,100.0,10.67,0.0,0.0,0.0,0.0,4.7,97.9375,171.25
72,Mark Andrews,TE,22.003,9/9/2018,NFL,BAL,0,BUF,W 47-3,1,1,Sun,4,3,31,10.33,0,75.0,7.75,0.0,0.0,0.0,0.0,4.6,97.9375,171.25
73,Albert Wilson,WR,26.059,9/9/2018,NFL,MIA,0,TEN,W 27-20,1,1,Sun,4,3,31,10.33,0,75.0,7.75,2.0,7.0,3.5,0.0,5.300000000000002,99.5625,206.625
74,Jake Butt,TE,23.06,9/9/2018,NFL,DEN,0,SEA,W 27-24,1,1,Sun,4,2,29,14.5,0,50.0,7.25,0.0,0.0,0.0,0.0,3.9,108.125,235.6875
75,Trent Taylor,WR,24.132,9/9/2018,NFL,SFO,@,MIN,L 16-24,1,1,Sun,6,4,28,7.0,0,66.7,4.67,0.0,0.0,0.0,0.0,4.800000000000002,98.125,177.75
76,Adam Humphries,WR,25.077,9/9/2018,NFL,TAM,@,NOR,W 48-40,1,1,Sun,5,3,27,9.0,0,60.0,5.4,0.0,0.0,0.0,0.0,4.2,76.4375,241.0625
77,Neal Sterling,TE,26.239,9/10/2018,NFL,NYJ,@,DET,W 48-17,1,1,Mon,3,3,27,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,4.2,105.25,224.0
78,Jordan Thomas,TE,22.038,9/9/2018,NFL,HOU,@,NWE,L 20-27,1,1,Sun,2,1,27,27.0,0,50.0,13.5,0.0,0.0,0.0,0.0,3.2,111.5,239.125
79,Deonte Thompson,WR,29.207,9/9/2018,NFL,DAL,@,CAR,L 8-16,1,1,Sun,5,3,27,9.0,0,60.0,5.4,0.0,0.0,0.0,0.0,4.2,98.75,239.0625
80,Danny Amendola,WR,32.311,9/9/2018,NFL,MIA,0,TEN,W 27-20,1,1,Sun,6,4,26,6.5,0,66.7,4.33,0.0,0.0,0.0,0.0,4.6,99.5625,206.625
81,Tyler Boyd,WR,23.298,9/9/2018,NFL,CIN,@,IND,W 34-23,1,1,Sun,5,3,26,8.67,0,60.0,5.2,0.0,0.0,0.0,0.0,4.1,96.75,228.4375
82,Zay Jones,WR,23.163,9/9/2018,NFL,BUF,@,BAL,L 3-47,1,1,Sun,6,3,26,8.67,0,50.0,4.33,0.0,0.0,0.0,0.0,4.1,77.125,177.4375
83,Taylor Gabriel,WR,27.204,9/9/2018,NFL,CHI,@,GNB,L 23-24,1,1,Sun,5,5,25,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,5.0,117.875,207.75
84,Austin Seferian-Jenkins,TE,25.345,9/9/2018,NFL,JAX,@,NYG,W 20-15,1,1,Sun,5,3,25,8.33,0,60.0,5.0,0.0,0.0,0.0,0.0,4.0,121.125,223.5625
85,Austin Hooper,TE,23.306,9/6/2018,NFL,ATL,@,PHI,L 12-18,1,1,Thu,4,3,24,8.0,0,75.0,6.0,0.0,0.0,0.0,0.0,3.9,102.8125,260.75
86,Logan Thomas,TE,27.07,9/9/2018,NFL,BUF,@,BAL,L 3-47,1,1,Sun,2,1,24,24.0,0,50.0,12.0,0.0,0.0,0.0,0.0,2.9000000000000004,77.125,177.4375
87,Jordy Nelson,WR,33.102,9/10/2018,NFL,OAK,0,LAR,L 13-33,1,1,Mon,4,3,23,7.67,0,75.0,5.75,0.0,0.0,0.0,0.0,3.8,125.25,218.75
88,Jarius Wright,WR,28.288,9/9/2018,NFL,CAR,0,DAL,W 16-8,1,1,Sun,5,3,23,7.67,0,60.0,4.6,0.0,0.0,0.0,0.0,3.8,87.0625,217.9375
89,Paul Richardson,WR,26.149,9/9/2018,NFL,WAS,@,ARI,W 24-6,1,1,Sun,6,4,22,5.5,0,66.7,3.67,0.0,0.0,0.0,0.0,4.2,134.9375,198.4375
90,Pierre Garcon,WR,32.032,9/9/2018,NFL,SFO,@,MIN,L 16-24,1,1,Sun,6,2,21,10.5,0,33.3,3.5,0.0,0.0,0.0,0.0,3.1,98.125,177.75
91,Virgil Green,TE,30.037,9/9/2018,NFL,LAC,0,KAN,L 28-38,1,1,Sun,2,2,21,10.5,0,100.0,10.5,0.0,0.0,0.0,0.0,3.1,117.375,258.0625
92,Sammy Watkins,WR,25.087,9/9/2018,NFL,KAN,@,LAC,W 38-28,1,1,Sun,5,3,21,7.0,0,60.0,4.2,0.0,0.0,0.0,0.0,3.6,98.1875,210.0625
93,Austin Carr,WR,24.25800000000001,9/9/2018,NFL,NOR,0,TAM,L 40-48,1,1,Sun,2,2,20,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,3.0,120.6875,236.875
94,Derek Carrier,TE,28.047,9/10/2018,NFL,OAK,0,LAR,L 13-33,1,1,Mon,3,2,20,10.0,0,66.7,6.67,0.0,0.0,0.0,0.0,3.0,125.25,218.75
95,Allen Hurns,WR,26.301,9/9/2018,NFL,DAL,@,CAR,L 8-16,1,1,Sun,3,1,20,20.0,0,33.3,6.67,0.0,0.0,0.0,0.0,2.5,98.75,239.0625
96,Ricky Seals-Jones,TE,23.178,9/9/2018,NFL,ARI,0,WAS,L 6-24,1,1,Sun,6,3,19,6.33,0,50.0,3.17,0.0,0.0,0.0,0.0,3.4000000000000004,109.5,235.8125
97,Jason Croom,TE,24.193,9/9/2018,NFL,BUF,@,BAL,L 3-47,1,1,Sun,3,2,18,9.0,0,66.7,6.0,0.0,0.0,0.0,0.0,2.8,77.125,177.4375
98,Evan Engram,TE,24.007,9/9/2018,NFL,NYG,0,JAX,L 15-20,1,1,Sun,5,2,18,9.0,0,40.0,3.6,0.0,0.0,0.0,0.0,2.8,111.0625,191.8125
99,Zach Pascal,WR,23.265,9/9/2018,NFL,IND,0,CIN,L 23-34,1,1,Sun,1,1,18,18.0,0,100.0,18.0,0.0,0.0,0.0,0.0,2.3,140.3125,253.75
100,Chester Rogers,WR,24.24,9/9/2018,NFL,IND,0,CIN,L 23-34,1,1,Sun,3,3,18,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,3.3,140.3125,253.75
101,Mohamed Sanu,WR,29.015,9/6/2018,NFL,ATL,@,PHI,L 12-18,1,1,Thu,6,4,18,4.5,0,66.7,3.0,0.0,0.0,0.0,0.0,3.8,102.8125,260.75
102,Geoff Swaim,TE,24.358,9/9/2018,NFL,DAL,@,CAR,L 8-16,1,1,Sun,4,3,18,6.0,0,75.0,4.5,0.0,0.0,0.0,0.0,3.3,98.75,239.0625
103,Laquon Treadwell,WR,23.087,9/9/2018,NFL,MIN,0,SFO,W 24-16,1,1,Sun,4,2,18,9.0,0,50.0,4.5,0.0,0.0,0.0,0.0,2.8,104.75,215.6875
104,Josh Gordon,WR,27.149,9/9/2018,NFL,CLE,0,PIT,T 21-21,1,1,Sun,3,1,17,17.0,1,33.3,5.67,0.0,0.0,0.0,0.0,8.2,91.3125,216.375
105,Tajae Sharpe,WR,23.26,9/9/2018,NFL,TEN,@,MIA,L 20-27,1,1,Sun,3,1,17,17.0,0,33.3,5.67,0.0,0.0,0.0,0.0,2.2,140.375,236.4375
106,Rhett Ellison,TE,29.341,9/9/2018,NFL,NYG,0,JAX,L 15-20,1,1,Sun,1,1,16,16.0,0,100.0,16.0,0.0,0.0,0.0,0.0,2.1,111.0625,191.8125
107,Antonio Gates,TE,38.083,9/9/2018,NFL,LAC,0,KAN,L 28-38,1,1,Sun,3,2,16,8.0,0,66.7,5.33,0.0,0.0,0.0,0.0,2.6,117.375,258.0625
108,Trey Burton,TE,26.315,9/9/2018,NFL,CHI,@,GNB,L 23-24,1,1,Sun,5,1,15,15.0,0,20.0,3.0,0.0,0.0,0.0,0.0,2.0,117.875,207.75
109,Chris Conley,WR,25.31900000000001,9/9/2018,NFL,KAN,@,LAC,W 38-28,1,1,Sun,1,1,15,15.0,0,100.0,15.0,0.0,0.0,0.0,0.0,2.0,98.1875,210.0625
110,Jeff Heuerman,TE,25.289,9/9/2018,NFL,DEN,0,SEA,W 27-24,1,1,Sun,1,1,15,15.0,0,100.0,15.0,0.0,0.0,0.0,0.0,2.0,108.125,235.6875
111,Josh Hill,TE,28.111,9/9/2018,NFL,NOR,0,TAM,L 40-48,1,1,Sun,1,1,15,15.0,0,100.0,15.0,0.0,0.0,0.0,0.0,2.0,120.6875,236.875
112,Torrey Smith,WR,29.226,9/9/2018,NFL,CAR,0,DAL,W 16-8,1,1,Sun,2,1,15,15.0,0,50.0,7.5,0.0,0.0,0.0,0.0,2.0,87.0625,217.9375
113,Andre Holmes,WR,30.085,9/9/2018,NFL,BUF,@,BAL,L 3-47,1,1,Sun,1,1,14,14.0,0,100.0,14.0,0.0,0.0,0.0,0.0,1.9,77.125,177.4375
114,Anthony Miller,WR,23.335,9/9/2018,NFL,CHI,@,GNB,L 23-24,1,1,Sun,3,2,14,7.0,0,66.7,4.67,0.0,0.0,0.0,0.0,2.4000000000000004,117.875,207.75
115,Donte Moncrief,WR,25.034,9/9/2018,NFL,JAX,@,NYG,W 20-15,1,1,Sun,5,1,14,14.0,0,20.0,2.8,0.0,0.0,0.0,0.0,1.9,121.125,223.5625
116,Lance Kendricks,TE,30.222,9/9/2018,NFL,GNB,0,CHI,W 24-23,1,1,Sun,1,1,13,13.0,0,100.0,13.0,0.0,0.0,0.0,0.0,1.8,77.8125,213.625
117,David Njoku,TE,22.061,9/9/2018,NFL,CLE,0,PIT,T 21-21,1,1,Sun,7,3,13,4.33,0,42.9,1.86,0.0,0.0,0.0,0.0,2.8,91.3125,216.375
118,Erik Swoope,TE,26.124,9/9/2018,NFL,IND,0,CIN,L 23-34,1,1,Sun,1,1,13,13.0,0,100.0,13.0,0.0,0.0,0.0,0.0,1.8,140.3125,253.75
119,Darren Fells,TE,32.14,9/9/2018,NFL,CLE,0,PIT,T 21-21,1,1,Sun,1,1,12,12.0,0,100.0,12.0,0.0,0.0,0.0,0.0,1.7000000000000002,91.3125,216.375
120,Jonnu Smith,TE,23.018,9/9/2018,NFL,TEN,@,MIA,L 20-27,1,1,Sun,3,1,12,12.0,0,33.3,4.0,0.0,0.0,0.0,0.0,1.7000000000000002,140.375,236.4375
121,Jordan Akins,TE,26.143,9/9/2018,NFL,HOU,@,NWE,L 20-27,1,1,Sun,2,2,11,5.5,0,100.0,5.5,0.0,0.0,0.0,0.0,2.1,111.5,239.125
122,Josh Doctson,WR,25.28,9/9/2018,NFL,WAS,@,ARI,W 24-6,1,1,Sun,3,1,11,11.0,0,33.3,3.67,0.0,0.0,0.0,0.0,1.6,134.9375,198.4375
123,Mike Gesicki,TE,22.341,9/9/2018,NFL,MIA,0,TEN,W 27-20,1,1,Sun,2,1,11,11.0,0,50.0,5.5,0.0,0.0,0.0,0.0,1.6,99.5625,206.625
124,Chris Hogan,WR,29.32,9/9/2018,NFL,NWE,0,HOU,W 27-20,1,1,Sun,5,1,11,11.0,0,20.0,2.2,0.0,0.0,0.0,0.0,1.6,77.5625,226.125
125,Seth Roberts,WR,27.2,9/10/2018,NFL,OAK,0,LAR,L 13-33,1,1,Mon,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,125.25,218.75
126,Kyle Rudolph,TE,28.304,9/9/2018,NFL,MIN,0,SFO,W 24-16,1,1,Sun,2,1,11,11.0,1,50.0,5.5,0.0,0.0,0.0,0.0,7.6,104.75,215.6875
127,Nick Vannett,TE,25.187,9/9/2018,NFL,SEA,@,DEN,L 24-27,1,1,Sun,2,1,11,11.0,0,50.0,5.5,0.0,0.0,0.0,0.0,1.6,106.0625,225.625
128,Kelvin Benjamin,WR,27.216,9/9/2018,NFL,BUF,@,BAL,L 3-47,1,1,Sun,7,1,10,10.0,0,14.3,1.43,0.0,0.0,0.0,0.0,1.5,77.125,177.4375
129,DeAndre Carter,WR,25.149,9/6/2018,NFL,PHI,0,ATL,W 18-12,1,1,Thu,1,1,10,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,1.5,125.0625,233.3125
130,Amari Cooper,WR,24.084,9/10/2018,NFL,OAK,0,LAR,L 13-33,1,1,Mon,3,1,9,9.0,0,33.3,3.0,1.0,9.0,9.0,0.0,2.3,125.25,218.75
131,Vernon Davis,TE,34.221,9/9/2018,NFL,WAS,@,ARI,W 24-6,1,1,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,134.9375,198.4375
132,Michael Gallup,WR,22.158,9/9/2018,NFL,DAL,@,CAR,L 8-16,1,1,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,98.75,239.0625
133,Tyler Kroft,TE,25.329,9/9/2018,NFL,CIN,@,IND,W 34-23,1,1,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,96.75,228.4375
134,David Morgan,TE,25.113000000000003,9/9/2018,NFL,MIN,0,SFO,W 24-16,1,1,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,104.75,215.6875
135,Dion Sims,TE,27.20300000000001,9/9/2018,NFL,CHI,@,GNB,L 23-24,1,1,Sun,3,2,9,4.5,0,66.7,3.0,0.0,0.0,0.0,0.0,1.9,117.875,207.75
136,Jimmy Graham,TE,31.289,9/9/2018,NFL,GNB,0,CHI,W 24-23,1,1,Sun,4,2,8,4.0,0,50.0,2.0,0.0,0.0,0.0,0.0,1.8,77.8125,213.625
137,Tyrell Williams,LCB,26.209,9/9/2018,NFL,LAC,0,KAN,L 28-38,1,1,Sun,5,2,8,4.0,1,40.0,1.6,0.0,0.0,0.0,0.0,7.8,117.375,258.0625
138,Jaron Brown,WR,28.244,9/9/2018,NFL,SEA,@,DEN,L 24-27,1,1,Sun,3,1,7,7.0,0,33.3,2.33,0.0,0.0,0.0,0.0,1.2000000000000002,106.0625,225.625
139,Jeremy Kerley,WR,29.305,9/9/2018,NFL,BUF,@,BAL,L 3-47,1,1,Sun,4,2,7,3.5,0,50.0,1.75,0.0,0.0,0.0,0.0,1.7000000000000002,77.125,177.4375
140,Levine Toilolo,TE,27.042,9/10/2018,NFL,DET,0,NYJ,L 17-48,1,1,Mon,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,124.4375,228.0625
141,Eric Tomlinson,TE,26.141,9/10/2018,NFL,NYJ,@,DET,W 48-17,1,1,Mon,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,105.25,224.0
142,Tyler Conklin,TE,23.041,9/9/2018,NFL,MIN,0,SFO,W 24-16,1,1,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,104.75,215.6875
143,Justin Hunter,WR,27.112,9/9/2018,NFL,PIT,@,CLE,T 21-21,1,1,Sun,5,1,6,6.0,0,20.0,1.2,0.0,0.0,0.0,0.0,1.1,115.375,260.25
144,T.J. Jones,WR,26.053,9/10/2018,NFL,DET,0,NYJ,L 17-48,1,1,Mon,3,1,6,6.0,0,33.3,2.0,0.0,0.0,0.0,0.0,1.1,124.4375,228.0625
145,Travis Kelce,TE,28.339,9/9/2018,NFL,KAN,@,LAC,W 38-28,1,1,Sun,6,1,6,6.0,0,16.7,1.0,0.0,0.0,0.0,0.0,1.1,98.1875,210.0625
146,Cordarrelle Patterson,WR,27.176,9/9/2018,NFL,NWE,0,HOU,W 27-20,1,1,Sun,1,1,6,6.0,0,100.0,6.0,3.0,13.0,4.33,0.0,2.4000000000000004,77.5625,226.125
147,Terrance Williams,WR,29.001,9/9/2018,NFL,DAL,@,CAR,L 8-16,1,1,Sun,2,1,6,6.0,0,50.0,3.0,0.0,0.0,0.0,0.0,1.1,98.75,239.0625
148,Chris Moore,WR,25.085,9/9/2018,NFL,BAL,0,BUF,W 47-3,1,1,Sun,1,1,5,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,1.0,97.9375,171.25
149,Hakeem Valles,TE,25.291,9/10/2018,NFL,DET,0,NYJ,L 17-48,1,1,Mon,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,124.4375,228.0625
150,Dallas Goedert,TE,23.246,9/6/2018,NFL,PHI,0,ATL,W 18-12,1,1,Thu,3,1,4,4.0,0,33.3,1.33,0.0,0.0,0.0,0.0,0.9,125.0625,233.3125
151,Christian Kirk,WR,21.295,9/9/2018,NFL,ARI,0,WAS,L 6-24,1,1,Sun,2,1,4,4.0,0,50.0,2.0,0.0,0.0,0.0,0.0,0.9,109.5,235.8125
152,Ian Thomas,TE,22.095,9/9/2018,NFL,CAR,0,DAL,W 16-8,1,1,Sun,2,2,4,2.0,0,100.0,2.0,0.0,0.0,0.0,0.0,1.4,87.0625,217.9375
153,C.J. Uzomah,TE,25.238000000000003,9/9/2018,NFL,CIN,@,IND,W 34-23,1,1,Sun,1,1,4,4.0,0,100.0,4.0,0.0,0.0,0.0,0.0,0.9,96.75,228.4375
154,John Ross,WR,23.286,9/9/2018,NFL,CIN,@,IND,W 34-23,1,1,Sun,2,1,3,3.0,1,50.0,1.5,0.0,0.0,0.0,0.0,6.8,96.75,228.4375
155,Travis Benjamin,WR,28.254,9/9/2018,NFL,LAC,0,KAN,L 28-38,1,1,Sun,5,1,1,1.0,0,20.0,0.2,1.0,19.0,19.0,0.0,2.5,117.375,258.0625
156,De'Anthony Thomas,WR,25.247,9/9/2018,NFL,KAN,@,LAC,W 38-28,1,1,Sun,2,1,1,1.0,1,50.0,0.5,0.0,0.0,0.0,0.0,6.6,98.1875,210.0625
157,Brandin Cooks,WR,24.356,9/16/2018,NFL,LAR,0,ARI,W 34-0,2,2,Sun,9,7,159,22.71,0,77.8,17.67,0.0,0.0,0.0,0.0,19.4,134.9375,198.4375
158,Jesse James,TE,24.104,9/16/2018,NFL,PIT,0,KAN,L 37-42,2,2,Sun,5,5,138,27.6,1,100.0,27.6,0.0,0.0,0.0,0.0,22.3,117.375,258.0625
159,Adam Thielen,WR,28.025,9/16/2018,NFL,MIN,@,GNB,T 29-29,2,2,Sun,13,12,131,10.92,1,92.3,10.08,0.0,0.0,0.0,0.0,25.1,117.875,207.75
160,DeSean Jackson,WR,31.289,9/16/2018,NFL,TAM,0,PHI,W 27-21,2,2,Sun,4,4,129,32.25,1,100.0,32.25,0.0,0.0,0.0,0.0,20.9,102.8125,260.75
161,Stefon Diggs,WR,24.291,9/16/2018,NFL,MIN,@,GNB,T 29-29,2,2,Sun,13,9,128,14.22,2,69.2,9.85,0.0,0.0,0.0,0.0,29.3,117.875,207.75
162,JuJu Smith-Schuster,WR,21.298,9/16/2018,NFL,PIT,0,KAN,L 37-42,2,2,Sun,19,13,121,9.31,1,68.4,6.37,0.0,0.0,0.0,0.0,24.6,117.375,258.0625
163,Keelan Cole,WR,25.149,9/16/2018,NFL,JAX,0,NWE,W 31-20,2,2,Sun,8,7,116,16.57,1,87.5,14.5,0.0,0.0,0.0,0.0,21.1,111.5,239.125
164,Amari Cooper,WR,24.09,9/16/2018,NFL,OAK,@,DEN,L 19-20,2,2,Sun,10,10,116,11.6,0,100.0,11.6,0.0,0.0,0.0,0.0,16.6,106.0625,225.625
165,Will Fuller,WR,24.153,9/16/2018,NFL,HOU,@,TEN,L 17-20,2,2,Sun,9,8,113,14.13,1,88.9,12.56,0.0,0.0,0.0,0.0,21.3,99.5625,206.625
166,DeAndre Hopkins,WR,26.102,9/16/2018,NFL,HOU,@,TEN,L 17-20,2,2,Sun,11,6,110,18.33,1,54.5,10.0,0.0,0.0,0.0,0.0,20.0,99.5625,206.625
167,Travis Kelce,TE,28.346,9/16/2018,NFL,KAN,@,PIT,W 42-37,2,2,Sun,10,7,109,15.57,2,70.0,10.9,0.0,0.0,0.0,0.0,26.4,91.3125,216.375
168,Golden Tate,WR,30.045,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,13,7,109,15.57,0,53.8,8.38,1.0,9.0,9.0,0.0,15.3,104.75,215.6875
169,Sammy Watkins,WR,25.094,9/16/2018,NFL,KAN,@,PIT,W 42-37,2,2,Sun,7,6,100,16.67,0,85.7,14.29,1.0,31.0,31.0,0.0,16.1,91.3125,216.375
170,O.J. Howard,TE,23.301,9/16/2018,NFL,TAM,0,PHI,W 27-21,2,2,Sun,4,3,96,32.0,1,75.0,24.0,0.0,0.0,0.0,0.0,17.1,102.8125,260.75
171,Emmanuel Sanders,WR,31.183000000000003,9/16/2018,NFL,DEN,0,OAK,W 20-19,2,2,Sun,4,4,96,24.0,0,100.0,24.0,0.0,0.0,0.0,0.0,11.6,136.6875,222.9375
172,Jimmy Graham,TE,31.296,9/16/2018,NFL,GNB,0,MIN,T 29-29,2,2,Sun,8,6,95,15.83,0,75.0,11.88,0.0,0.0,0.0,0.0,12.5,98.125,177.75
173,Zach Ertz,TE,27.31,9/16/2018,NFL,PHI,@,TAM,L 21-27,2,2,Sun,13,11,94,8.55,0,84.6,7.23,0.0,0.0,0.0,0.0,14.9,120.6875,236.875
174,John Brown,WR,28.163,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,10,4,92,23.0,1,40.0,9.2,0.0,0.0,0.0,0.0,17.200000000000006,140.3125,253.75
175,Quincy Enunwa,WR,26.108,9/16/2018,NFL,NYJ,0,MIA,L 12-20,2,2,Sun,11,7,92,13.14,0,63.6,8.36,0.0,0.0,0.0,0.0,12.7,140.375,236.4375
176,Tyler Boyd,WR,23.302,9/13/2018,NFL,CIN,0,BAL,W 34-23,2,2,Thu,9,6,91,15.17,1,66.7,10.11,0.0,0.0,0.0,0.0,18.1,77.125,177.4375
177,Tyreek Hill,WR,24.199,9/16/2018,NFL,KAN,@,PIT,W 42-37,2,2,Sun,6,5,90,18.0,1,83.3,15.0,0.0,0.0,0.0,0.0,17.5,91.3125,216.375
178,Kenny Golladay,WR,24.317,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,9,6,89,14.83,1,66.7,9.89,0.0,0.0,0.0,0.0,17.9,104.75,215.6875
179,Michael Thomas,WR,25.197,9/16/2018,NFL,NOR,0,CLE,W 21-18,2,2,Sun,13,12,89,7.42,2,92.3,6.85,0.0,0.0,0.0,0.0,26.9,115.375,260.25
180,Nelson Agholor,WR,25.115,9/16/2018,NFL,PHI,@,TAM,L 21-27,2,2,Sun,12,8,88,11.0,1,66.7,7.33,0.0,0.0,0.0,0.0,18.8,120.6875,236.875
181,Terrelle Pryor,WR,29.088,9/16/2018,NFL,NYJ,0,MIA,L 12-20,2,2,Sun,8,4,84,21.0,0,50.0,10.5,0.0,0.0,0.0,0.0,10.4,140.375,236.4375
182,Mike Evans,WR,25.026,9/16/2018,NFL,TAM,0,PHI,W 27-21,2,2,Sun,12,10,83,8.3,1,83.3,6.92,0.0,0.0,0.0,0.0,19.3,102.8125,260.75
