,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt,Rush Att,Rush Yds,Rush Y/A,Rush TDs,Fantasy Points,Opp RYPG,Opp PYPG
2157,Cameron Brate,TE,27.159,12/9/2018,NFL,TAM,0,NOR,L 14-28,13,14,Sun,4,2,12,6.0,2,50.0,3.0,0.0,0.0,0.0,0.0,14.2,76.4375,241.0625
2158,James O'Shaughnessy,TE,26.326,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,4,3,12,4.0,0,75.0,3.0,0.0,0.0,0.0,0.0,2.7,99.5625,206.625
2159,Equanimeous St. Brown,WR,22.07,12/9/2018,NFL,GNB,0,ATL,W 34-20,13,14,Sun,3,2,12,6.0,0,66.7,4.0,0.0,0.0,0.0,0.0,2.2,125.0625,233.3125
2160,Nick Vannett,TE,25.279,12/10/2018,NFL,SEA,0,MIN,W 21-7,13,14,Mon,1,1,12,12.0,0,100.0,12.0,0.0,0.0,0.0,0.0,1.7000000000000002,98.125,177.75
2161,Travis Benjamin,WR,28.345,12/9/2018,NFL,LAC,0,CIN,W 26-21,13,14,Sun,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,140.3125,253.75
2162,Tyler Conklin,TE,23.13300000000001,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,2,1,11,11.0,0,50.0,5.5,0.0,0.0,0.0,0.0,1.6,108.125,235.6875
2163,John Ross,WR,24.012,12/9/2018,NFL,CIN,@,LAC,L 21-26,13,14,Sun,4,2,11,5.5,1,50.0,2.75,0.0,0.0,0.0,0.0,8.1,98.1875,210.0625
2164,Russell Shepard,WR,28.083,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,4,1,11,11.0,1,25.0,2.75,0.0,0.0,0.0,0.0,7.6,109.5,235.8125
2165,James Washington,WR,22.251,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,4,2,11,5.5,0,50.0,2.75,0.0,0.0,0.0,0.0,2.1,136.6875,222.9375
2166,Danny Amendola,WR,33.037,12/9/2018,NFL,MIA,0,NWE,W 34-33,13,14,Sun,1,1,10,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,1.5,111.5,239.125
2167,Rashad Greene,WR,26.074,12/6/2018,NFL,JAX,@,TEN,L 9-30,13,14,Thu,2,1,10,10.0,0,50.0,5.0,0.0,0.0,0.0,0.0,1.5,99.5625,206.625
2168,Jermaine Kearse,WR,28.306,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,2,1,10,10.0,0,50.0,5.0,0.0,0.0,0.0,0.0,1.5,97.9375,171.25
2169,Calvin Ridley,WR,23.354,12/9/2018,NFL,ATL,@,GNB,L 20-34,13,14,Sun,4,1,10,10.0,0,25.0,2.5,0.0,0.0,0.0,0.0,1.5,117.875,207.75
2170,Maxx Williams,TE,24.241,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,1,1,10,10.0,1,100.0,10.0,0.0,0.0,0.0,0.0,7.5,117.375,258.0625
2171,Orson Charles,TE,27.316,12/9/2018,NFL,CLE,0,CAR,W 26-20,13,14,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,98.75,239.0625
2172,George Fant,T,26.144,12/10/2018,NFL,SEA,0,MIN,W 21-7,13,14,Mon,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,98.125,177.75
2173,Tyler Higbee,TE,25.342,12/9/2018,NFL,LAR,@,CHI,L 6-15,13,14,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,77.8125,213.625
2174,Allen Hurns,WR,27.027,12/9/2018,NFL,DAL,0,PHI,W 29-23,13,14,Sun,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,102.8125,260.75
2175,MyCole Pruitt,TE,26.257,12/6/2018,NFL,TEN,0,JAX,W 30-9,13,14,Thu,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,111.0625,191.8125
2176,Jesus Wilson,WR,23.318,12/9/2018,NFL,TAM,0,NOR,L 14-28,13,14,Sun,1,1,8,8.0,0,100.0,8.0,0.0,0.0,0.0,0.0,1.3,76.4375,241.0625
2177,Kyle Rudolph,TE,29.031,12/10/2018,NFL,MIN,@,SEA,L 7-21,13,14,Mon,5,2,7,3.5,0,40.0,1.4,0.0,0.0,0.0,0.0,1.7000000000000002,108.125,235.6875
2178,Luke Stocker,TE,30.142,12/6/2018,NFL,TEN,0,JAX,W 30-9,13,14,Thu,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,111.0625,191.8125
2179,Golden Tate,WR,30.129,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,3,1,7,7.0,0,33.3,2.33,0.0,0.0,0.0,0.0,1.2000000000000002,87.0625,217.9375
2180,Charles Clay,TE,29.299,12/9/2018,NFL,BUF,0,NYJ,L 23-27,13,14,Sun,2,1,6,6.0,0,50.0,3.0,0.0,0.0,0.0,0.0,1.1,124.4375,228.0625
2181,Bennie Fowler,WR,27.182,12/9/2018,NFL,NYG,@,WAS,W 40-16,13,14,Sun,1,1,6,6.0,1,100.0,6.0,0.0,0.0,0.0,0.0,7.1,109.5,235.8125
2182,Jordan Matthews,WR,26.146,12/9/2018,NFL,PHI,@,DAL,L 23-29,13,14,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,87.0625,217.9375
2183,Rishard Matthews,WR,29.058000000000003,12/9/2018,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,97.9375,171.25
2184,Trent Taylor,WR,24.22300000000001,12/9/2018,NFL,SFO,0,DEN,W 20-14,13,14,Sun,2,1,6,6.0,0,50.0,3.0,0.0,0.0,0.0,0.0,1.1,106.0625,225.625
2185,Kenny Golladay,WR,25.036,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,4,2,5,2.5,0,50.0,1.25,0.0,0.0,0.0,0.0,1.5,134.9375,198.4375
2186,Andy Jones,WR,24.164,12/9/2018,NFL,DET,@,ARI,W 17-3,13,14,Sun,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,134.9375,198.4375
2187,Brian Parker,TE,26.193,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,104.75,215.6875
2188,Logan Thomas,TE,27.161,12/9/2018,NFL,BUF,0,NYJ,L 23-27,13,14,Sun,2,1,5,5.0,0,50.0,2.5,0.0,0.0,0.0,0.0,1.0,124.4375,228.0625
2189,Ed Dickson,TE,31.138,12/10/2018,NFL,SEA,0,MIN,W 21-7,13,14,Mon,1,1,4,4.0,0,100.0,4.0,0.0,0.0,0.0,0.0,0.9,98.125,177.75
2190,Matt LaCosse,TE,26.079,12/9/2018,NFL,DEN,@,SFO,L 14-20,13,14,Sun,1,1,3,3.0,0,100.0,3.0,0.0,0.0,0.0,0.0,0.8,104.75,215.6875
2191,Lee Smith,TE,31.018,12/9/2018,NFL,OAK,0,PIT,W 24-21,13,14,Sun,1,1,3,3.0,1,100.0,3.0,0.0,0.0,0.0,0.0,6.8,91.3125,216.375
2192,Bradley Sowell,OL,29.186,12/9/2018,NFL,CHI,0,LAR,W 15-6,13,14,Sun,1,1,2,2.0,1,100.0,2.0,0.0,0.0,0.0,0.0,6.7,125.25,218.75
2193,Ty Montgomery,WR,25.321,12/9/2018,NFL,BAL,@,KAN,L 24-27,13,14,Sun,3,1,1,1.0,0,33.3,0.33,0.0,0.0,0.0,0.0,0.6,117.375,258.0625
2194,Ryan Switzer,WR,24.035,12/9/2018,NFL,PIT,@,OAK,L 21-24,13,14,Sun,1,1,1,1.0,0,100.0,1.0,0.0,0.0,0.0,0.0,0.6,136.6875,222.9375
2195,Jaron Brown,WR,28.336,12/10/2018,NFL,SEA,0,MIN,W 21-7,13,14,Mon,1,1,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,98.125,177.75
2196,Antonio Callaway,WR,21.334,12/9/2018,NFL,CLE,0,CAR,W 26-20,13,14,Sun,1,1,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,98.75,239.0625
2197,DeAndre Carter,WR,25.243,12/9/2018,NFL,HOU,0,IND,L 21-24,13,14,Sun,1,1,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,96.75,228.4375
2198,Rico Gathers,TE,24.336,12/9/2018,NFL,DAL,0,PHI,W 29-23,13,14,Sun,1,1,-1,-1.0,0,100.0,-1.0,0.0,0.0,0.0,0.0,0.4,102.8125,260.75
2199,Joe Staley,LT,34.101,12/9/2018,NFL,SFO,0,DEN,W 20-14,13,14,Sun,1,1,-5,-5.0,0,100.0,-5.0,0.0,0.0,0.0,0.0,0.0,106.0625,225.625
2200,DeAndre Hopkins,WR,26.192,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,11,10,170,17.0,2,90.9,15.45,0.0,0.0,0.0,0.0,34.0,124.4375,228.0625
2201,Alshon Jeffery,WR,28.305,12/16/2018,NFL,PHI,@,LAR,W 30-23,14,15,Sun,8,8,160,20.0,0,100.0,20.0,0.0,0.0,0.0,0.0,20.0,125.25,218.75
2202,Kenny Golladay,WR,25.04300000000001,12/16/2018,NFL,DET,@,BUF,L 13-14,14,15,Sun,8,7,146,20.86,0,87.5,18.25,0.0,0.0,0.0,0.0,18.1,97.9375,171.25
2203,Mike Evans,WR,25.117,12/16/2018,NFL,TAM,@,BAL,L 12-20,14,15,Sun,9,4,121,30.25,0,44.4,13.44,0.0,0.0,0.0,0.0,14.1,77.125,177.4375
2204,Davante Adams,WR,25.357,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,13,8,119,14.88,0,61.5,9.15,0.0,0.0,0.0,0.0,15.9,77.8125,213.625
2205,Robert Foster,WR,24.22300000000001,12/16/2018,NFL,BUF,0,DET,W 14-13,14,15,Sun,5,4,108,27.0,1,80.0,21.6,0.0,0.0,0.0,0.0,18.8,105.25,224.0
2206,Robby Anderson,WR,25.22,12/15/2018,NFL,NYJ,0,HOU,L 22-29,14,15,Sat,11,7,96,13.71,1,63.6,8.73,0.0,0.0,0.0,0.0,19.1,77.5625,226.125
2207,Julian Edelman,WR,32.208,12/16/2018,NFL,NWE,@,PIT,L 10-17,14,15,Sun,11,7,90,12.86,0,63.6,8.18,0.0,0.0,0.0,0.0,12.5,91.3125,216.375
2208,Jordy Nelson,WR,33.199,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,8,6,88,14.67,0,75.0,11.0,0.0,0.0,0.0,0.0,11.8,140.3125,253.75
2209,T.Y. Hilton,WR,29.032,12/16/2018,NFL,IND,0,DAL,W 23-0,14,15,Sun,8,5,85,17.0,0,62.5,10.63,0.0,0.0,0.0,0.0,11.0,87.0625,217.9375
2210,Dante Pettis,WR,23.054,12/16/2018,NFL,SFO,0,SEA,W 26-23,14,15,Sun,5,5,83,16.6,0,100.0,16.6,0.0,0.0,0.0,0.0,10.8,108.125,235.6875
2211,Larry Fitzgerald,WR,35.107,12/16/2018,NFL,ARI,@,ATL,L 14-40,14,15,Sun,8,7,82,11.71,0,87.5,10.25,0.0,0.0,0.0,0.0,11.7,125.0625,233.3125
2212,Julio Jones,WR,29.316,12/16/2018,NFL,ATL,0,ARI,W 40-14,14,15,Sun,8,6,82,13.67,1,75.0,10.25,0.0,0.0,0.0,0.0,17.200000000000006,134.9375,198.4375
2213,Doug Baldwin,WR,30.086,12/16/2018,NFL,SEA,@,SFO,L 23-26,14,15,Sun,6,4,77,19.25,2,66.7,12.83,0.0,0.0,0.0,0.0,21.7,104.75,215.6875
2214,Mike Williams,WR,24.07,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,9,7,76,10.86,2,77.8,8.44,1.0,19.0,19.0,1.0,31.0,117.375,258.0625
2215,Evan Engram,TE,24.105,12/16/2018,NFL,NYG,0,TEN,L 0-17,14,15,Sun,12,8,75,9.38,0,66.7,6.25,0.0,0.0,0.0,0.0,11.5,99.5625,206.625
2216,Robert Woods,WR,26.25,12/16/2018,NFL,LAR,0,PHI,L 23-30,14,15,Sun,9,7,74,10.57,0,77.8,8.22,1.0,19.0,19.0,0.0,12.8,102.8125,260.75
2217,Tyrell Williams,WR,26.304,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,12,6,71,11.83,0,50.0,5.92,0.0,0.0,0.0,0.0,10.1,117.375,258.0625
2218,Josh Reynolds,WR,23.303,12/16/2018,NFL,LAR,0,PHI,L 23-30,14,15,Sun,12,5,70,14.0,0,41.7,5.83,0.0,0.0,0.0,0.0,9.5,102.8125,260.75
2219,Chris Hogan,WR,30.053,12/16/2018,NFL,NWE,@,PIT,L 10-17,14,15,Sun,3,2,68,34.0,1,66.7,22.67,0.0,0.0,0.0,0.0,13.8,91.3125,216.375
2220,Tim Patrick,WR,25.022,12/15/2018,NFL,DEN,0,CLE,L 16-17,14,15,Sat,8,5,65,13.0,0,62.5,8.13,0.0,0.0,0.0,0.0,9.0,115.375,260.25
2221,James Washington,WR,22.25800000000001,12/16/2018,NFL,PIT,0,NWE,W 17-10,14,15,Sun,4,3,65,21.67,0,75.0,16.25,0.0,0.0,0.0,0.0,8.0,111.5,239.125
2222,Garrett Celek,TE,30.201,12/16/2018,NFL,SFO,0,SEA,W 26-23,14,15,Sun,2,2,61,30.5,1,100.0,30.5,0.0,0.0,0.0,0.0,13.1,108.125,235.6875
2223,Travis Kelce,TE,29.06900000000001,12/13/2018,NFL,KAN,0,LAC,L 28-29,14,15,Thu,9,7,61,8.71,0,77.8,6.78,0.0,0.0,0.0,0.0,9.6,98.1875,210.0625
2224,Brandin Cooks,WR,25.082,12/16/2018,NFL,LAR,0,PHI,L 23-30,14,15,Sun,7,6,59,9.83,0,85.7,8.43,0.0,0.0,0.0,0.0,8.9,102.8125,260.75
2225,Demaryius Thomas,WR,30.355,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,8,6,59,9.83,0,75.0,7.38,0.0,0.0,0.0,0.0,8.9,124.4375,228.0625
2226,Willie Snead,WR,26.06,12/16/2018,NFL,BAL,0,TAM,W 20-12,14,15,Sun,6,5,58,11.6,0,83.3,9.67,0.0,0.0,0.0,0.0,8.3,120.6875,236.875
2227,Travis Benjamin,WR,28.349,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,3,2,57,28.5,0,66.7,19.0,1.0,8.0,8.0,0.0,7.5,117.375,258.0625
2228,DeAndre Carter,WR,25.249,12/15/2018,NFL,HOU,@,NYJ,W 29-22,14,15,Sat,3,2,55,27.5,0,66.7,18.33,1.0,7.0,7.0,0.0,7.2,124.4375,228.0625
2229,Antonio Gates,TE,38.178,12/13/2018,NFL,LAC,@,KAN,W 29-28,14,15,Thu,5,4,54,13.5,0,80.0,10.8,0.0,0.0,0.0,0.0,7.4,117.375,258.0625
2230,Allen Robinson,WR,25.114,12/16/2018,NFL,CHI,0,GNB,W 24-17,14,15,Sun,7,3,54,18.0,0,42.9,7.71,0.0,0.0,0.0,0.0,6.9,117.875,207.75
2231,Tyler Conklin,TE,23.139,12/16/2018,NFL,MIN,0,MIA,W 41-17,14,15,Sun,3,2,53,26.5,0,66.7,17.67,0.0,0.0,0.0,0.0,6.3000000000000025,140.375,236.4375
2232,Chris Herndon,TE,22.295,12/15/2018,NFL,NYJ,0,HOU,L 22-29,14,15,Sat,4,3,53,17.67,0,75.0,13.25,0.0,0.0,0.0,0.0,6.8000000000000025,77.5625,226.125
2233,Isaiah McKenzie,WR,23.251,12/16/2018,NFL,BUF,0,DET,W 14-13,14,15,Sun,7,6,53,8.83,0,85.7,7.57,0.0,0.0,0.0,0.0,8.3,105.25,224.0
2234,George Kittle,TE,25.068,12/16/2018,NFL,SFO,0,SEA,W 26-23,14,15,Sun,8,3,51,17.0,0,37.5,6.38,0.0,0.0,0.0,0.0,6.6000000000000005,108.125,235.6875
2235,Chris Manhertz,TE,26.251,12/17/2018,NFL,CAR,0,NOR,L 9-12,14,15,Mon,2,1,50,50.0,1,50.0,25.0,0.0,0.0,0.0,0.0,11.5,76.4375,241.0625
2236,Antonio Brown,WR,30.159,12/16/2018,NFL,PIT,0,NWE,W 17-10,14,15,Sun,7,4,49,12.25,1,57.1,7.0,0.0,0.0,0.0,0.0,12.9,111.5,239.125
2237,Stefon Diggs,WR,25.017,12/16/2018,NFL,MIN,0,MIA,W 41-17,14,15,Sun,7,4,49,12.25,1,57.1,7.0,1.0,9.0,9.0,0.0,13.8,140.375,236.4375
2238,Michael Thomas,WR,25.289,12/17/2018,NFL,NOR,@,CAR,W 12-9,14,15,Mon,9,7,49,7.0,0,77.8,5.44,0.0,0.0,0.0,0.0,8.4,98.75,239.0625
2239,Jamison Crowder,WR,25.182,12/16/2018,NFL,WAS,@,JAX,W 16-13,14,15,Sun,4,4,46,11.5,0,100.0,11.5,0.0,0.0,0.0,0.0,6.6000000000000005,111.0625,191.8125
2240,Gerald Everett,TE,24.174,12/16/2018,NFL,LAR,0,PHI,L 23-30,14,15,Sun,7,5,46,9.2,0,71.4,6.57,0.0,0.0,0.0,0.0,7.1000000000000005,102.8125,260.75
2241,DaeSean Hamilton,WR,23.28,12/15/2018,NFL,DEN,0,CLE,L 16-17,14,15,Sat,12,7,46,6.57,0,58.3,3.83,0.0,0.0,0.0,0.0,8.100000000000001,115.375,260.25
2242,Tyreek Hill,WR,24.287,12/13/2018,NFL,KAN,0,LAC,L 28-29,14,15,Thu,7,4,46,11.5,0,57.1,6.57,0.0,0.0,0.0,0.0,6.6000000000000005,98.1875,210.0625
2243,Blake Jarwin,TE,24.153,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,45,11.25,0,57.1,6.43,0.0,0.0,0.0,0.0,6.5,96.75,228.4375
2244,Tyler Lockett,WR,26.079,12/16/2018,NFL,SEA,@,SFO,L 23-26,14,15,Sun,2,2,45,22.5,0,100.0,22.5,1.0,11.0,11.0,0.0,6.6000000000000005,104.75,215.6875
2245,Aldrick Robinson,WR,30.083,12/16/2018,NFL,MIN,0,MIA,W 41-17,14,15,Sun,2,2,44,22.0,1,100.0,22.0,0.0,0.0,0.0,0.0,11.4,140.375,236.4375
2246,Darren Waller,TE,26.094,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,1,1,44,44.0,0,100.0,44.0,1.0,21.0,21.0,0.0,7.0,140.3125,253.75
2247,Bennie Fowler,WR,27.189,12/16/2018,NFL,NYG,0,TEN,L 0-17,14,15,Sun,4,2,43,21.5,0,50.0,10.75,0.0,0.0,0.0,0.0,5.3,99.5625,206.625
2248,Matt LaCosse,TE,26.085,12/15/2018,NFL,DEN,0,CLE,L 16-17,14,15,Sat,6,4,43,10.75,0,66.7,7.17,0.0,0.0,0.0,0.0,6.3,115.375,260.25
2249,Golden Tate,WR,30.136,12/16/2018,NFL,PHI,@,LAR,W 30-23,14,15,Sun,5,5,43,8.6,0,100.0,8.6,0.0,0.0,0.0,0.0,6.8,125.25,218.75
2250,Cole Beasley,WR,29.234,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,42,10.5,0,57.1,6.0,0.0,0.0,0.0,0.0,6.2,96.75,228.4375
2251,Calvin Ridley,WR,23.361,12/16/2018,NFL,ATL,0,ARI,W 40-14,14,15,Sun,7,5,42,8.4,0,71.4,6.0,0.0,0.0,0.0,0.0,6.7,134.9375,198.4375
2252,Courtland Sutton,WR,23.066,12/15/2018,NFL,DEN,0,CLE,L 16-17,14,15,Sat,6,5,42,8.4,0,83.3,7.0,0.0,0.0,0.0,0.0,6.7,115.375,260.25
2253,Keith Kirkwood,WR,24.356,12/17/2018,NFL,NOR,@,CAR,W 12-9,14,15,Mon,2,2,40,20.0,0,100.0,20.0,0.0,0.0,0.0,0.0,5.0,98.75,239.0625
2254,JuJu Smith-Schuster,WR,22.024,12/16/2018,NFL,PIT,0,NWE,W 17-10,14,15,Sun,10,4,40,10.0,0,40.0,4.0,0.0,0.0,0.0,0.0,6.0,111.5,239.125
2255,Adam Shaheen,TE,24.053,12/16/2018,NFL,CHI,0,GNB,W 24-17,14,15,Sun,2,2,39,19.5,0,100.0,19.5,0.0,0.0,0.0,0.0,4.9,117.875,207.75
2256,Tyler Boyd,WR,24.031,12/16/2018,NFL,CIN,0,OAK,W 30-16,14,15,Sun,5,4,38,9.5,1,80.0,7.6,0.0,0.0,0.0,0.0,11.8,136.6875,222.9375
2257,Jarvis Landry,WR,26.017,12/15/2018,NFL,CLE,@,DEN,W 17-16,14,15,Sat,8,3,37,12.33,0,37.5,4.63,0.0,0.0,0.0,0.0,5.2,106.0625,225.625
2258,Sterling Shepard,WR,25.309,12/16/2018,NFL,NYG,0,TEN,L 0-17,14,15,Sun,9,2,37,18.5,0,22.2,4.11,0.0,0.0,0.0,0.0,4.7,99.5625,206.625
2259,Trey Burton,TE,27.048,12/16/2018,NFL,CHI,0,GNB,W 24-17,14,15,Sun,7,4,36,9.0,1,57.1,5.14,0.0,0.0,0.0,0.0,11.6,117.875,207.75
2260,Antonio Callaway,WR,21.34,12/15/2018,NFL,CLE,@,DEN,W 17-16,14,15,Sat,7,5,35,7.0,1,71.4,5.0,0.0,0.0,0.0,0.0,12.0,106.0625,225.625
2261,Corey Davis,WR,23.339,12/16/2018,NFL,TEN,@,NYG,W 17-0,14,15,Sun,6,3,33,11.0,0,50.0,5.5,0.0,0.0,0.0,0.0,4.800000000000002,121.125,223.5625
2262,Taylor Gabriel,WR,27.302,12/16/2018,NFL,CHI,0,GNB,W 24-17,14,15,Sun,3,3,33,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,4.800000000000002,117.875,207.75
2263,Russell Gage,WR,22.32800000000001,12/16/2018,NFL,ATL,0,ARI,W 40-14,14,15,Sun,4,2,33,16.5,0,50.0,8.25,0.0,0.0,0.0,0.0,4.300000000000002,134.9375,198.4375
2264,Amari Cooper,WR,24.181,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,7,4,32,8.0,0,57.1,4.57,1.0,11.0,11.0,0.0,6.3,96.75,228.4375
2265,Jimmy Graham,TE,32.022,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,4,3,32,10.67,0,75.0,8.0,0.0,0.0,0.0,0.0,4.7,77.8125,213.625
2266,Mark Andrews,TE,22.101,12/16/2018,NFL,BAL,0,TAM,W 20-12,14,15,Sun,4,2,31,15.5,0,50.0,7.75,0.0,0.0,0.0,0.0,4.1,120.6875,236.875
2267,Tarik Cohen,WR,23.143,12/16/2018,NFL,CHI,0,GNB,W 24-17,14,15,Sun,6,5,31,6.2,1,83.3,5.17,5.0,24.0,4.8,0.0,14.0,117.875,207.75
2268,Breshad Perriman,WR,25.096,12/15/2018,NFL,CLE,@,DEN,W 17-16,14,15,Sat,2,1,31,31.0,1,50.0,15.5,0.0,0.0,0.0,0.0,9.6,106.0625,225.625
2269,Danny Amendola,WR,33.044000000000004,12/16/2018,NFL,MIA,@,MIN,L 17-41,14,15,Sun,8,3,30,10.0,0,37.5,3.75,0.0,0.0,0.0,0.0,4.5,98.125,177.75
2270,Randall Cobb,WR,28.116,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,7,3,30,10.0,0,42.9,4.29,0.0,0.0,0.0,0.0,4.5,77.8125,213.625
2271,Rashard Higgins,WR,24.06900000000001,12/15/2018,NFL,CLE,@,DEN,W 17-16,14,15,Sat,3,2,30,15.0,0,66.7,10.0,0.0,0.0,0.0,0.0,4.0,106.0625,225.625
2272,David Njoku,TE,22.158,12/15/2018,NFL,CLE,@,DEN,W 17-16,14,15,Sat,5,3,30,10.0,0,60.0,6.0,0.0,0.0,0.0,0.0,4.5,106.0625,225.625
2273,Mohamed Sanu,WR,29.116,12/16/2018,NFL,ATL,0,ARI,W 40-14,14,15,Sun,6,3,30,10.0,0,50.0,5.0,1.0,11.0,11.0,0.0,5.6000000000000005,134.9375,198.4375
2274,Justin Hardy,WR,26.363000000000003,12/16/2018,NFL,ATL,0,ARI,W 40-14,14,15,Sun,3,3,29,9.67,1,100.0,9.67,0.0,0.0,0.0,0.0,10.4,134.9375,198.4375
2275,Seth Roberts,WR,27.297,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,4,3,29,9.67,0,75.0,7.25,0.0,0.0,0.0,0.0,4.4,140.3125,253.75
2276,Russell Shepard,WR,28.09,12/16/2018,NFL,NYG,0,TEN,L 0-17,14,15,Sun,4,2,28,14.0,0,50.0,7.0,0.0,0.0,0.0,0.0,3.8,99.5625,206.625
2277,Levine Toilolo,TE,27.139,12/16/2018,NFL,DET,@,BUF,L 13-14,14,15,Sun,4,4,28,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,4.800000000000002,97.9375,171.25
2278,Ben Watson,TE,37.364,12/17/2018,NFL,NOR,@,CAR,W 12-9,14,15,Mon,2,1,28,28.0,0,50.0,14.0,0.0,0.0,0.0,0.0,3.3000000000000003,98.75,239.0625
2279,Lance Kendricks,TE,30.32,12/16/2018,NFL,GNB,@,CHI,L 17-24,14,15,Sun,4,4,27,6.75,0,100.0,6.75,0.0,0.0,0.0,0.0,4.7,77.8125,213.625
2280,Luke Stocker,TE,30.152,12/16/2018,NFL,TEN,@,NYG,W 17-0,14,15,Sun,2,2,27,13.5,0,100.0,13.5,0.0,0.0,0.0,0.0,3.7,121.125,223.5625
2281,C.J. Uzomah,TE,25.336,12/16/2018,NFL,CIN,0,OAK,W 30-16,14,15,Sun,5,1,27,27.0,0,20.0,5.4,0.0,0.0,0.0,0.0,3.2,136.6875,222.9375
2282,Jason Croom,TE,24.291,12/16/2018,NFL,BUF,0,DET,W 14-13,14,15,Sun,1,1,25,25.0,0,100.0,25.0,0.0,0.0,0.0,0.0,3.0,105.25,224.0
2283,Josh Hill,TE,28.21,12/17/2018,NFL,NOR,@,CAR,W 12-9,14,15,Mon,3,2,24,12.0,0,66.7,8.0,0.0,0.0,0.0,0.0,3.4000000000000004,98.75,239.0625
2284,Jared Cook,TE,31.253,12/16/2018,NFL,OAK,@,CIN,L 16-30,14,15,Sun,5,2,23,11.5,0,40.0,4.6,0.0,0.0,0.0,0.0,3.3000000000000003,140.3125,253.75
2285,Alex Erickson,WR,26.04,12/16/2018,NFL,CIN,0,OAK,W 30-16,14,15,Sun,5,3,23,7.67,0,60.0,4.6,0.0,0.0,0.0,0.0,3.8,136.6875,222.9375
2286,Mike Gesicki,TE,23.074,12/16/2018,NFL,MIA,@,MIN,L 17-41,14,15,Sun,3,2,23,11.5,0,66.7,7.67,0.0,0.0,0.0,0.0,3.3000000000000003,98.125,177.75
2287,Adam Humphries,WR,25.175,12/16/2018,NFL,TAM,@,BAL,L 12-20,14,15,Sun,6,4,23,5.75,0,66.7,3.83,0.0,0.0,0.0,0.0,4.300000000000002,77.125,177.4375
2288,Kyle Rudolph,TE,29.037,12/16/2018,NFL,MIN,0,MIA,W 41-17,14,15,Sun,3,3,23,7.67,0,100.0,7.67,0.0,0.0,0.0,0.0,3.8,140.375,236.4375
2289,Dalton Schultz,TE,22.158,12/16/2018,NFL,DAL,@,IND,L 0-23,14,15,Sun,4,3,23,7.67,0,75.0,5.75,0.0,0.0,0.0,0.0,3.8,96.75,228.4375
